judul,author,rating,num_of_rating,min_age,max_age,image_url,desc,user
"Cursive Handwriting Workbook for Kids: 3-in-1 Writing Practice Book to Master Letters, Words & Sentences",Scholdeners,4.7,2.459,8,12,https://www.amazon.com/Cursive-Handwriting-Workbook-Kids-Sentences/dp/1790852579/ref=sr_1_633?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-633,"IMPORTANT: This workbook uses the standard, traditional American cursive letter formations - Beware other workbooks that use non-standard forms.The Most Fun, Engaging & Comprehensive Way To Learn Cursive HandwritingFilled with funny jokes, riddles and words of encouragement to motivate the child as they progress through the workbook.PART 1: LETTERS OF THE ALPHABET Trace and then copy each letter of the alphabet – both lowercase and capital letters – until each one is mastered.PART 2: WRITING WORDSBring together the skills you learnt in Part 1 by writing a selection of simple then more complex words. Each page features a fun joke.PART 3: FULL SENTENCESMove on to writing full sentences by copying the jokes and riddles provided in the workbook.This 3-in-1 workbook will gently guide the child from beginner until they are happy and confidently writing sentences.8.5 x 11 - Large size provides plenty of room for writing inside. 110 pages - with more than 100 pages of writing exercises. High-quality paper - 60gm. Made in the USA. ",1
Ghosts,Raina Telgemeier,4.8,4.899,8,12,https://www.amazon.com/Ghosts-Raina-Telgemeier/dp/0545540623/ref=sr_1_634?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-634,"Catrina and her family are moving to the coast of Northern California because her little sister, Maya, is sick. Cat isnt happy about leaving her friends for Bahía de la Luna, but Maya has cystic fibrosis and will benefit from the cool, salty air that blows in from the sea. As the girls explore their new home, a neighbor lets them in on a secret: There are ghosts in Bahía de la Luna. Maya is determined to meet one, but Cat wants nothing to do with them. As the time of year when ghosts reunite with their loved ones approaches, Cat must figure out how to put aside her fears for her sisters sake -- and her own.Raina Telgemeier has masterfully created a moving and insightful story about the power of family and friendship, and how it gives us the courage to do what we never thought possible.",1
"National Geographic Readers: Martin Luther King, Jr. (Readers Bios)",Kitson Jazynka,4.8,256.0,5,8,https://www.amazon.com/National-Geographic-Readers-Martin-Luther/dp/1426310870/ref=sr_1_635?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-635,"The most effective method used to influence children to read is to incorporate the information that interests them the most. National Geographic Readers are educational, high-interest, and comprehensive for children. In this title, readers will learn about the fascinating life and legacy civil rights leader Dr. Martin Luther King, Jr. In this level three biography, difficult concepts are made understandable and transitioned into a more approachable manner. This includes the use of sidebars, timetables, diagrams and fun facts to hold the interest of the young reader. The colorful design and educational illustrations round out this text as an exemplary book for their young minds to explore. National Geographic supports K-12 educators with ELA Common Core Resources. Visit www.natgeoed.org/commoncore for more information.",1
"School Zone - Reading Flash Card 4-Pack - Ages 4 and Up, Short and Long Vowel Sounds, Combination Sounds, Rhyming, and More (Flash Card 4-pk)",School Zone,4.8,1.818,5,9,https://www.amazon.com/School-Zone-Reading-Combination-Rhyming/dp/1601599358/ref=sr_1_636?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-636,"Find our complete line of educational resources at Amazon.com/SchoolZonePublishing. CARD FEATURES  4 flash card packs containing 56 cards each; packs include flash cards and at least 1 parent card  For ages 4 and up  Large 3.0” x 5.575” glossy cardstock  Big, easy-to-read words and colorful illustrations  Includes flash cards covering each of the following: Sight Words, Phonics, Word Families, Picture Words   Sight Words Flash Cards: 110 high-frequency words important for early reading mastery   Phonics Made Easy Flash Cards: Practice short and long vowel sounds and combination sounds   Word Families Flash Cards: Have rhyming words arranged by sound and include 43 different word endings  Picture Words Flash Cards: Help with word-object association and context clues  Parent Cards suggest additional activities to help kids develop essential skills  Rounded corners make sorting and handling easier  EXCELLENT - This Reading Flash Card 4-pack contains 4 sets of flash cards. The flash card set includes one each of the following: Sight Words, Phonics Made Easy, Word Families, Picture Words and each flashcard set has 56 full-color cards per title. Combining letters, pictures, sounds, and small words starts your childs big adventure in reading! Four colorful flash card sets in this one little package offer 4 times the learning! Theyre perfect for home and classroom. These sets are intended for children ages 4 and above.FLASHCARDS - Kids and parents who use our flashcards for practice testing are using one of the most effective learning techniques available. A hundred years of research shows practice testing is highly likely to boost retention. Learning skills through gameplay is an excellent strategy for many reasons. They are fun and motivating, and games also tend to help children deepen their understanding and reasoning. Because games feel more like play than work, they can encourage kids to explore and experiment with concepts more freely. RESULTS - Our learning materials have helped educate three generations of kids, creating lifelong learners, and the legacy continues. Digital content, flash cards, workbooks, readers, toys, and games all are crafted through a childs eyes while integrating parent and teacher standards.PREPARATION - Let us help you prepare your young child for the next grade level with our workbooks, flash cards, books and a Little Scholar Tablet. Keep kids classroom ready with these great supplemental learning tools and more!AWARD WINNING - School Zone content has won The Parents Choice Foundation Award, Tillywig Toy Awards, Brainchild Award, Family Choice Award, Moms Choice Awards Honoring Excellence, Gold Star Toy Scholastic Parent and Child Award and many more.OUR STORY - Almost 40 years ago, long-time educators James Hoffman, Ed.D., and his wife Joan Hoffman, M.A., began a retail supply outlet for teachers, then soon identified a need for at-home learning materials to help parents support and supplement their childrens classroom instruction. School Zone Publishing fast emerged as the market leader in workbooks and flashcards for preschoolers through sixth graders.School Zone remains family-owned, focused on excellence, responsive to customers, alert to emerging technology, and committed to the community. We continually update our products with new features and content, reflective of changing standards, evolving teaching methods, and overall best practices. As just one example, we update our workbook curriculum on an as-needed basis to address changing standards such as those presented by the National Council of Teachers of Mathematics (NCTM) and Common Core.",1
"Let's Talk About Body Boundaries, Consent and Respect: Teach children about body ownership, respect, feelings, choices and recognizing bullying behaviors",Jayneen Sanders,4.8,1.491,4,10,https://www.amazon.com/Lets-About-Boundaries-Consent-Respect/dp/1925089185/ref=sr_1_637?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-637,"Teaching young children about body boundaries, both theirs and others, is crucial to a child’s growing sense of self, their confidence and how they should expect to be treated by others. A child growing up knowing they have a right to their own personal space, gives that child ownership and choices as to what happens to them and to their body. It is equally important a child understands, from a very young age, they need to respect another person’s body boundary and ask for their consent when entering their personal space. This book explores these concepts with children in a child-friendly and easily-understood manner, providing familiar scenarios for children to engage with and discuss. It is important that the reader and the child take the time required to unpack each scenario and explore what they mean both to the character in the book, who may not be respecting someone’s body boundary, and to the character who is being disrespected. It is through these vital discussions that children will learn the meaning of body boundaries, consent and respect. Learning these key social skills through such stories as Let’s Talk About Body Boundaries, Consent and Respect and role-modelling by significant adults can, importantly, carry forward into a child’s teenage years and adult life.",1
Bob Books: First Stories,Lynn Maslen Kertell,4.8,1.618,4,6,https://www.amazon.com/Bob-Books-Lynn-Maslen-Kertell/dp/0545734096/ref=sr_1_638?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-638,"A brand new Bob Books boxed set featuring 12 easy-to-read stories!Great for kindergarten and first grade readers, this boxed set includes twelve mini-books. This set is the perfect stepping stone to independent reading since it contains four level A books, four level Bs, and four level Cs.In typical Bob Books style, these mini-books have lots of repetition, friendly illustrations, and silly stories.Bob Books First Stories is a great companion to Bob Books Set 1: Beginning Readers and Sight Words Kindergarten and Sight Words First Grade.",1
"Every Little Thing: Based on the song 'Three Little Birds' by Bob Marley (Preschool Music Books, Children Song Books, Reggae for Kids)",Cedella Marley,4.8,4.02,3,5,https://www.amazon.com/Every-Little-Thing-Based-Marley/dp/1452142904/ref=sr_1_639?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-639,"Will strike a chord with worrywarts and loving children everywhere. — School Library Journal A beautiful book that brings Bob Marleys beloved song to life for a new generation: Every family will relate to this universal story of a boy who wont let anything get him down, as long as he has the help of three special little birds. This cheerful book will bring a smile to faces of all ages—because every little things gonna be all right• This cute childrens book includes all the lyrics of the original song Three Little Birds by Bob Marley, along with exciting new song verses• ; Written by Cedella Marley, Bob Marleys daughter, who has dedicated herself to keeping her fathers message and memory alive• Illustrated by Vanessa Brantley-Newton, Every Little Thing contains beautiful, full-page designs that are as colorful and fun as the storylineFans of Get Up, Stand Up and One Love will also love the lyrical rhythm and the powerful message of love, peace and harmony presented in Every Little Thing. • Appeals to readers of all ages with the light-hearted tone and cheerful illustrations• Bo",1
The Never Girls Collection #2 (Disney: The Never Girls): Books 5-8,Kiki Thorpe,4.9,1.131,6,9,https://www.amazon.com/Never-Girls-Collection-Disney/dp/0736434623/ref=sr_1_640?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-640,"In a blink of an eye, four best friends all get their biggest wish—theyre whisked off to Never Land, home to Tinker Bell and her fairy friends. A great gift for readers ages 6-10, this attractive box contains four Never Girls adventures—Wedding Wings, The Woods Beyond, A Pinch of Magic, and Far from Shore.",1
Legend of the Star Runner: A Timmi Tobbson Adventure Book for Boys and Girls (Solve-Them-Yourself Mysteries for Kids 8-12),J. I. Wagner,4.6,2.335,8,12,https://www.amazon.com/Legend-Star-Runner-Adventure-Solve-Them-Yourself/dp/3963267771/ref=sr_1_641?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-641,"Ages 8-12 | Chapter Book | Short Attention Spans | 30+ Mysteries to Solve | Video Trailer BelowNote to parents: Please read our No-Bad-Language notice below.Following the clues concealed within a centuries-old family legacy, Timmi Tobbson and his friends hope to save a dear friend. But only twenty-four hours remain to unravel the legend of a long-lost pirate ship, buried somewhere deep beneath the city streets. Unbeknownst to them, their search awakens a mystical dark power, sworn to protect what is hidden on board the once famous Star Runner.Unravel solve-them-yourself picture mysteries and uncover the Legend of the Star Runner!Mysteries to Solve The adventure is divided into 31 concise chapters, each of which ends with a puzzle to be solved by finding and interpreting visual clues concealed within a beautiful color illustration. Suited for explorers and sleuths young and old. Children under 8 years may need assistance in solving some of the puzzles. Grade level: 3rd and up.Beautiful Color IllustrationsLegend of the Star Runner gives readers the best of both worlds, merging the visual appeal of a graphic novel with text-based storytellings power to spark imagination.Psst: This book contains a puzzle which is unrelated to the story and involves all thirty-one main illustrations. No Bad Language:The first edition of this book included one instance of mild language and another instance, in which one character calls out the Lords name in surprise, when a little white dog walks into the room. Both these instances have been removed. All editions sold by Amazon are free of bad language. Also, we can promise this: Should Amazon, for some unlikely reason, send you the old version - please contact timmi(at)timmitobbson.com and we will exchange it for free. Please do not buy used books if you want to receive the updated version. --- Shelve under:mystery books for kids 9-12 mystery books for kids 8-10adventure books for boysadventure books for girls chapter books for kids age 9-12chapter books for kids age 8-10graphic novels kidsbooks for intermediate readersbooks for reluctant readerssolve riddles, solve puzzles, solve mysteriescrack the case like a sleuth choose your own adventure books for kids 9-12choose your own adventure books for kids 8-10Especially for fans of:Adventures of the Black Hand GangGravity FallsGet a ClueCaptain UnderpantsA to Z MysteriesDog ManBoxcar ChildrenEncyclopedia BrownHardy BoysBallpark MysteriesSeek and Find / Hidden PicturesVideo Games Featuring ExplorationVideo Games Featuring Puzzle SolvingPoint and Click Adventure Games",1
Antiracist Baby Picture Book,Ibram X. Kendi,4.5,4.878,0,3,https://www.amazon.com/Antiracist-Baby-Picture-Ibram-Kendi/dp/0593110501/ref=sr_1_642?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-642,"A #1 New York Times Bestseller!Featured in its own episode in the Netflix original show Bookmarks: Celebrating Black Voices!Featured on Good Morning America, NPRs Morning Edition, CBS This Morning, and more!From the National Book Award-winning author of Stamped from the Beginning and How to Be an Antiracist comes a new 9x9 picture book that empowers parents and children to uproot racism in our society and in ourselves, now with added discussion prompts to help readers recognize and reflect on bias in their daily lives.Take your first steps with Antiracist Baby! Or rather, follow Antiracist Babys nine easy steps for building a more equitable world.With bold art and thoughtful yet playful text, Antiracist Baby introduces the youngest readers and the grown-ups in their lives to the concept and power of antiracism. Providing the language necessary to begin critical conversations at the earliest age, Antiracist Baby is the perfect gift for readers of all ages dedicated to forming a just society.",1
Mikey and the Dragons Empowering Kids to Overcome Their Fears this Holiday Season!,Jocko Willink,4.9,2.582,5,7,https://www.amazon.com/Mikey-Dragons-Jocko-Willink/dp/1942549431/ref=sr_1_643?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-643,"Read the best-selling, illustrated adventure that helps kids overcome their fears! From retired Navy Seal and New York Times #1 best-selling author, Jocko Willink, comes a timeless tale about a young boy s wondrous journey of self-empowerment. FUN, IMMERSIVE STORY told in rhyming verseBIG, BOLD AND BEAUTIFUL full-color illustrationsRELATABLE, INSPIRING CHARACTERS that face the same fears all children faceEMPOWERING, ACTIONABLE LESSONS that helps children seize control over what scares themHELPS DE-MYSTIFY the power that fear and anxiety can hold over a childPOSITIVE AND ENCOURAGING MESSAGE for kids of all agesPERFECT for young readers to enjoy alone or along with their parents Mikey and the Dragons Synopsis Little Mikey is scared of everything. He s certain there are creepy crawlies hidden under the rug. He sleeps with his light on to keep the monsters at bay. He s scared of sharks and snakes even ladders and slides and it all makes him incredibly sad. But, when he stumbles upon an old book that tells the tale of a young boy prince that volunteers to protect his king-less kingdom from hordes of dragons, there s a chance Mikey might discover that his fears are not quite as big as they seem ",1
Hands Are Not for Hitting (Board Book) (Best Behavior Series),Martine Agassi Ph.D.,4.7,3.872,1,4,https://www.amazon.com/Hands-Hitting-Board-Book-Behavior/dp/157542200X/ref=sr_1_644?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-644,"It’s never too soon for children to learn that violence is never okay, hands can do many good things, and everyone is capable of positive, loving actions.In this bright, inviting, durable board book, simple words and full-color illustrations teach these important concepts in ways even very young children can understand.Created in response to requests from parents, preschool teachers, and childcare providers, this book belongs everywhere young children are. Includes tips for parents and caregivers.",1
Play It! Children's Songs: A Superfast Way to Learn Awesome Songs on Your Piano or Keyboard,Jennifer Kemmeter,4.6,813.0,5,10,https://www.amazon.com/Play-Childrens-Songs-Superfast-Keyboard/dp/1513262459/ref=sr_1_645?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-645,"A fun and easy way to learn to play the piano or keyboard, with helpful instruction on classic and favorite songs. Written by the author of the best-selling Build It! series in collaboration with an experienced piano teacher, the Play It! books teach how to play the piano or keyboard in a simple, effective way. Using color-coded notes and character icons, the books include piano sheets of popular and favorite songs as well as a primer on how to read sheet music and some basic techniques. For beginners ages 5 and up, Play It! is the perfect companion on your musical journey. Features these classic songs and includes color labels inside the book:  Mary Had a Little Lamb Oh When the Saints Go Marching In The Itsy Bitsy Spider Twinkle, Twinkle Little Star Clock Chimes Row, Row, Row Your Boat Yankee Doodle Dandy Skip to My Lou This Land is Your Land London Bridge is Falling Down Are You Sleeping? Old MacDonald Had a Farm It’s Raining, It’s Pouring For He’s a Jolly Good Fellow Oh! Susanna If You’re Happy and You Know It Three Blind Mice Baa Baa Black Sheep Hickory Dickory Dock The Wheels on the Bus I’m a Little Teapot B-I-N-G-O The Muffin Man Pop Goes the Weasel Happy Birthday To You Five Little Ducks Home on the Range When Johnny Comes Marching Home ",1
Howl's Moving Castle,Diana Wynne Jones,4.8,5.321000000000001,8,12,https://www.amazon.com/Howls-Moving-Castle-Diana-Wynne/dp/0061478784/ref=sr_1_646?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-646,"Diana Wynne Joness entrancing, classic fantasy novel is filled with surprises at every turn. Sophie has the great misfortune of being the eldest of three daughters, destined to fail miserably should she ever leave home to seek her fate. But when she unwittingly attracts the ire of the Witch of the Waste, Sophie finds herself under a horrid spell that transforms her into an old lady. Her only chance at breaking it lies in the ever-moving castle in the hills: the Wizard Howls castle. To untangle the enchantment, Sophie must handle the heartless Howl, strike a bargain with a fire demon, and meet the Witch of the Waste head-on. Along the way, she discovers that theres far more to Howl—and herself—than first meets the eye.In this giant jigsaw puzzle of a fantasy, people and things are never quite what they seem. Destinies are intertwined, identities exchanged, lovers confused. The Witch has placed a spell on Howl. Does the clue to breaking it lie in a famous poem? And what will happen to Sophie Hatter when she enters Howls castle?",1
Every Night Is Pizza Night,J. Kenji López-Alt,4.9,555.0,3,5,https://www.amazon.com/Every-Night-Pizza-Kenji-L%C3%B3pez-Alt/dp/1324005254/ref=sr_1_647?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-647,"New York Times Bestseller Best-selling author J. Kenji López-Alt introduces Pipo, a girl on a quest to prove that pizza is the best food in the world.Pipo thinks that pizza is the best. No, Pipo knows that pizza is the best. It is scientific fact. But when she sets out on a neighborhood-spanning quest to prove it, she discovers that best might not mean what she thought it meant.Join Pipo as she cooks new foods with her friends Eugene, Farah, Dakota, and Ronnie and Donnie. Each eating experiment delights and stuns her taste buds. Is a family recipe for bibimbap better than pizza? What about a Moroccan tagine that reminds you of home? Or is the best food in the world the kind of food you share with the people you love?Warm and funny, with bright, whimsical illustrations by Gianna Ruggiero, Every Night Is Pizza Night is a story about open-mindedness, community, and family. With a bonus pizza recipe for young readers to cook with their parents, Every Night Is Pizza Night will make even the pickiest eaters hungry for something new.",1
The Mysteries of the Universe: Discover the best-kept secrets of space,Will Gater,4.9,762.0,7,9,https://www.amazon.com/Mysteries-Universe-Discover-best-kept-secrets/dp/1465499334/ref=sr_1_648?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-648,"Journey from Earth to the outer reaches of the universe with this stunning book about space! Youll encounter bizarre planets, distant stars, and intricate galaxies. From planets and asteroids to black holes and galaxies, every page of this captivating book reveals the secrets behind more than 100 celestial objects. Get ready to explore fun facts and exciting new scientific discoveries!For centuries, the mysteries of space have captured our imaginations. This picture book will illuminate imaginations and spark curious minds to explore the vastness of space. Take your little astronaut on a journey from our planet out into the furthest reaches of the universe! Filled with gorgeous illustrations and incredible photography, young readers will be intrigued by the detailed close-up images of each celestial body.The engaging storybook-style descriptions and simple text shed a light on facts, myths, and key discoveries about the universe. Explore the wonders of our solar system and beyond. This educational book also includes reference pages packed with fascinating information. Journey Through the Vastness of SpaceJoin us on an adventure across the universe, as we rocket to the stars! Discover 100 objects from the universe, arranged from the closest to our planet to the ones the furthest away. Storybook-style text and out-of-this-world pictures make this book perfect for an astronomical bedtime. Its also a fantastic gift for children who cant get enough of space.Grab your spacesuit and put your helmet on! Inside the pages of this adventure book, youll find:  •  Beautiful illustrations and incredible photography that showcase the mysteries of space.  •  Discover 100 remarkable objects in the cosmos.  •  Engaging storybook-style descriptions that explain key discoveries about the universe.More to ExploreOnce youve discovered The Mysteries of the Universe, dive into the companion titles from this series from DK Books! The Wonders of Nature explores more than 100 items from the natural world and An Anthology of Intriguing Animals showcases animals around the world.",1
"The Everything Kids' Science Experiments Book: Boil Ice, Float Water, Measure Gravity-Challenge the World Around You!",Tom Robinson,4.6,4.348,7,12,https://www.amazon.com/Everything-Kids-Science-Experiments-Gravity-Challenge/dp/1580625576/ref=sr_1_649?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-649,"Science has never been so easy—or so much fun!  With The Everything Kids Science Experiments Book, all you need to do is gather a few household items and you can recreate dozens of mind-blowing, kid-tested science experiments. High school science teacher Tom Robinson shows you how to expand your scientific horizons from biology, chemistry, physics, technology, and engineering—to outer space.  Youll discover answers to questions like: —Is it possible to blow up a balloon without actually blowing into it? —What is inside coins? —Can a magnet ever be turned off? —Do toilets always flush in the same direction? —Can a swimming pool be cleaned with just the breath of one person?  Whether you’ve always been interested in STEM or you’re looking for a cool science fair project, you’ll want to test these fun and educational experiments for yourself!",1
"Good Night, Gorilla",Peggy Rathmann,4.8,3.06,1,3,https://www.amazon.com/Good-Night-Gorilla-Peggy-Rathmann/dp/0399230033/ref=sr_1_650?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-650,"A must-have board book for all babies. Good night, Gorilla. Good night, Elephant.  Its bedtime at the zoo, and all the animals are going to sleep. Or are they? Whos that short, furry guy with the key in his hand and the mischievous grin? Good night, Giraffe. Good night, Hyena.  Sneak along behind the zookeepers back, and see who gets the last laugh in this riotous good-night romp.",1
"Awesome Jokes That Every 6 Year Old Should Know!: Bucketloads of rib ticklers, tongue twisters and side splitters",Mat Waugh,4.6,4.881,5,8,https://www.amazon.com/Awesome-Jokes-That-Every-Should/dp/1999914724/ref=sr_1_651?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-651,"How does a mouse feel after a bath?Squeaky clean!How do you catch a squirrel?Climb a tree and act nuts!What kind of key opens a banana?A monkey!What do you call a train full of chewing gum?A chew-chew train, of course!Here at last: the funny jokes that every six year old needs to know.A power pack of punchlines that’s sure to get grandfathers groaning, mothers moaning and best friends begging for more.They’re all in here: more than a hundred classics, twisted originals, and brand awesome jokes. With sixty easy-to-read pages and illustrations throughout for extra guffaws, its the perfect gift for every joke-loving six year old!Newsflash: Dont miss the sequel: More Awesome Jokes Every 6 Year Old Should Know!",1
First 101 Words: A Highlights Hide-and-Seek Book with Flaps,Highlights Learning,4.8,1.31,0,3,https://www.amazon.com/First-101-Words-Hide-Seek/dp/1684376602/ref=sr_1_652?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-652,"This oversized lift-the-flap board book of a childs first 101 words has big, clearly labeled photos of objects in a baby and toddlers world with an interactive puzzle activity on each spread.Identifying words and their meanings is an important foundational step in language development for babies and toddlers, and Highlights brings Fun with a Purpose® into this essential learning. Babies will love looking at and naming the photos in this sturdy book, while toddlers and parents will enjoy the lift-the-flap questions and answers that help them find the cute red bird hidden on each spread.",1
Cat's Cradle Book Kit-,$9.95,4.7,2.611,8,99,https://www.amazon.com/Klutz-9781878257536-Cats-Cradle-Book/dp/1878257536/ref=sr_1_653?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-653,"About this itemThis fits your . Make sure this fitsby entering your model number.Learn how to make The Cup and Saucer, The Witchs Broom and Jacobs LadderComes with loop of multicolored stringIncludes a 36 page interactive journal with Klutz certified doodle startersParents Choice AwardRecommended for children ages 6+Features five different string figures that are clearly illustratedAttached to the book is a tie-dyed string loop so all you need to bring is ten fingersProjects include Jacobs Ladder Eiffel Tower Witchs Broom and more!Spiral-bound: 36 pagesPainstakingly clear and fully illustratedShow more",1
